   Elapsed time	 RESP, 
       0:54.320	  0.283
       0:54.328	  0.286
       0:54.336	  0.288
       0:54.344	  0.290
       0:54.352	  0.290
       0:54.360	  0.290
       0:54.368	  0.288
       0:54.376	  0.286
       0:54.384	  0.283
       0:54.392	  0.281
       0:54.400	  0.276
       0:54.408	  0.272
       0:54.416	  0.266
       0:54.424	  0.260
       0:54.432	  0.253
       0:54.440	  0.245
       0:54.448	  0.239
       0:54.456	  0.231
       0:54.464	  0.223
       0:54.472	  0.215
       0:54.480	  0.209
       0:54.488	  0.203
       0:54.496	  0.198
       0:54.504	  0.194
       0:54.512	  0.189
       0:54.520	  0.185
       0:54.528	  0.182
       0:54.536	  0.179
       0:54.544	  0.177
       0:54.552	  0.176
       0:54.560	  0.175
       0:54.568	  0.175
       0:54.576	  0.175
       0:54.584	  0.175
       0:54.592	  0.175
       0:54.600	  0.175
       0:54.608	  0.175
       0:54.616	  0.175
       0:54.624	  0.175
       0:54.632	  0.174
       0:54.640	  0.174
       0:54.648	  0.174
       0:54.656	  0.175
       0:54.664	  0.175
       0:54.672	  0.175
       0:54.680	  0.175
       0:54.688	  0.175
       0:54.696	  0.174
       0:54.704	  0.174
       0:54.712	  0.173
       0:54.720	  0.173
       0:54.728	  0.172
       0:54.736	  0.172
       0:54.744	  0.172
       0:54.752	  0.172
       0:54.760	  0.173
       0:54.768	  0.174
       0:54.776	  0.176
       0:54.784	  0.178
       0:54.792	  0.180
       0:54.800	  0.183
       0:54.808	  0.186
       0:54.816	  0.189
       0:54.824	  0.192
       0:54.832	  0.196
       0:54.840	  0.199
       0:54.848	  0.204
       0:54.856	  0.208
       0:54.864	  0.213
       0:54.872	  0.218
       0:54.880	  0.223
       0:54.888	  0.228
       0:54.896	  0.234
       0:54.904	  0.239
       0:54.912	  0.244
       0:54.920	  0.250
       0:54.928	  0.256
       0:54.936	  0.263
       0:54.944	  0.269
       0:54.952	  0.275
       0:54.960	  0.280
       0:54.968	  0.285
       0:54.976	  0.288
       0:54.984	  0.292
       0:54.992	  0.294
       0:55.000	  0.297
       0:55.008	  0.298
       0:55.016	  0.299
       0:55.024	  0.298
       0:55.032	  0.298
       0:55.040	  0.296
       0:55.048	  0.294
       0:55.056	  0.290
       0:55.064	  0.285
       0:55.072	  0.279
       0:55.080	  0.272
       0:55.088	  0.263
       0:55.096	  0.254
       0:55.104	  0.245
       0:55.112	  0.236
       0:55.120	  0.228
       0:55.128	  0.219
       0:55.136	  0.212
       0:55.144	  0.205
       0:55.152	  0.200
       0:55.160	  0.195
       0:55.168	  0.192
       0:55.176	  0.188
       0:55.184	  0.185
       0:55.192	  0.183
       0:55.200	  0.182
       0:55.208	  0.180
       0:55.216	  0.182
       0:55.224	  0.183
       0:55.232	  0.186
       0:55.240	  0.190
       0:55.248	  0.196
       0:55.256	  0.200
       0:55.264	  0.207
       0:55.272	  0.214
       0:55.280	  0.220
       0:55.288	  0.227
       0:55.296	  0.232
       0:55.304	  0.238
       0:55.312	  0.244
       0:55.320	  0.251
       0:55.328	  0.259
       0:55.336	  0.267
       0:55.344	  0.274
       0:55.352	  0.282
       0:55.360	  0.288
       0:55.368	  0.295
       0:55.376	  0.302
       0:55.384	  0.310
       0:55.392	  0.318
       0:55.400	  0.326
       0:55.408	  0.334
       0:55.416	  0.343
       0:55.424	  0.353
       0:55.432	  0.363
       0:55.440	  0.371
       0:55.448	  0.380
       0:55.456	  0.389
       0:55.464	  0.398
       0:55.472	  0.408
       0:55.480	  0.418
       0:55.488	  0.428
       0:55.496	  0.439
       0:55.504	  0.449
       0:55.512	  0.458
       0:55.520	  0.466
       0:55.528	  0.475
       0:55.536	  0.484
       0:55.544	  0.492
       0:55.552	  0.500
       0:55.560	  0.509
       0:55.568	  0.518
       0:55.576	  0.527
       0:55.584	  0.536
       0:55.592	  0.544
       0:55.600	  0.552
       0:55.608	  0.560
       0:55.616	  0.567
       0:55.624	  0.574
       0:55.632	  0.582
       0:55.640	  0.589
       0:55.648	  0.596
       0:55.656	  0.604
       0:55.664	  0.611
       0:55.672	  0.617
       0:55.680	  0.623
       0:55.688	  0.628
       0:55.696	  0.632
       0:55.704	  0.636
       0:55.712	  0.640
       0:55.720	  0.644
       0:55.728	  0.647
       0:55.736	  0.649
       0:55.744	  0.651
       0:55.752	  0.653
       0:55.760	  0.654
       0:55.768	  0.656
       0:55.776	  0.656
       0:55.784	  0.657
       0:55.792	  0.657
       0:55.800	  0.656
       0:55.808	  0.656
       0:55.816	  0.655
       0:55.824	  0.654
       0:55.832	  0.654
       0:55.840	  0.654
       0:55.848	  0.655
       0:55.856	  0.656
       0:55.864	  0.658
       0:55.872	  0.661
       0:55.880	  0.664
       0:55.888	  0.668
       0:55.896	  0.672
       0:55.904	  0.677
       0:55.912	  0.682
       0:55.920	  0.687
       0:55.928	  0.692
       0:55.936	  0.697
       0:55.944	  0.702
       0:55.952	  0.708
       0:55.960	  0.713
       0:55.968	  0.717
       0:55.976	  0.723
       0:55.984	  0.728
       0:55.992	  0.733
       0:56.000	  0.738
       0:56.008	  0.744
       0:56.016	  0.749
       0:56.024	  0.755
       0:56.032	  0.761
       0:56.040	  0.768
       0:56.048	  0.776
       0:56.056	  0.783
       0:56.064	  0.792
       0:56.072	  0.800
       0:56.080	  0.807
       0:56.088	  0.814
       0:56.096	  0.821
       0:56.104	  0.828
       0:56.112	  0.835
       0:56.120	  0.842
       0:56.128	  0.848
       0:56.136	  0.855
       0:56.144	  0.861
       0:56.152	  0.867
       0:56.160	  0.872
       0:56.168	  0.877
       0:56.176	  0.880
       0:56.184	  0.884
       0:56.192	  0.886
       0:56.200	  0.888
       0:56.208	  0.889
       0:56.216	  0.890
       0:56.224	  0.890
       0:56.232	  0.890
       0:56.240	  0.889
       0:56.248	  0.889
       0:56.256	  0.888
       0:56.264	  0.887
       0:56.272	  0.886
       0:56.280	  0.885
       0:56.288	  0.883
       0:56.296	  0.881
       0:56.304	  0.878
       0:56.312	  0.876
       0:56.320	  0.873
       0:56.328	  0.870
       0:56.336	  0.864
       0:56.344	  0.858
       0:56.352	  0.849
       0:56.360	  0.842
       0:56.368	  0.829
       0:56.376	  0.817
       0:56.384	  0.802
       0:56.392	  0.787
       0:56.400	  0.770
       0:56.408	  0.755
       0:56.416	  0.737
       0:56.424	  0.719
       0:56.432	  0.699
       0:56.440	  0.677
       0:56.448	  0.654
       0:56.456	  0.630
       0:56.464	  0.607
       0:56.472	  0.585
       0:56.480	  0.562
       0:56.488	  0.541
       0:56.496	  0.518
       0:56.504	  0.496
       0:56.512	  0.473
       0:56.520	  0.451
       0:56.528	  0.430
       0:56.536	  0.411
       0:56.544	  0.393
       0:56.552	  0.375
       0:56.560	  0.361
       0:56.568	  0.347
       0:56.576	  0.335
       0:56.584	  0.325
       0:56.592	  0.316
       0:56.600	  0.307
       0:56.608	  0.300
       0:56.616	  0.293
       0:56.624	  0.287
       0:56.632	  0.283
       0:56.640	  0.279
       0:56.648	  0.275
       0:56.656	  0.272
       0:56.664	  0.269
       0:56.672	  0.266
       0:56.680	  0.264
       0:56.688	  0.262
       0:56.696	  0.260
       0:56.704	  0.259
       0:56.712	  0.258
       0:56.720	  0.256
       0:56.728	  0.255
       0:56.736	  0.255
       0:56.744	  0.254
       0:56.752	  0.254
       0:56.760	  0.254
       0:56.768	  0.254
       0:56.776	  0.254
       0:56.784	  0.255
       0:56.792	  0.255
       0:56.800	  0.255
       0:56.808	  0.256
       0:56.816	  0.257
       0:56.824	  0.257
       0:56.832	  0.258
       0:56.840	  0.260
       0:56.848	  0.261
       0:56.856	  0.262
       0:56.864	  0.264
       0:56.872	  0.266
       0:56.880	  0.267
       0:56.888	  0.268
       0:56.896	  0.269
       0:56.904	  0.270
       0:56.912	  0.272
       0:56.920	  0.273
       0:56.928	  0.274
       0:56.936	  0.276
       0:56.944	  0.277
       0:56.952	  0.278
       0:56.960	  0.279
       0:56.968	  0.280
       0:56.976	  0.280
       0:56.984	  0.281
       0:56.992	  0.281
       0:57.000	  0.282
       0:57.008	  0.280
       0:57.016	  0.279
       0:57.024	  0.276
       0:57.032	  0.273
       0:57.040	  0.270
       0:57.048	  0.267
       0:57.056	  0.263
       0:57.064	  0.259
       0:57.072	  0.253
       0:57.080	  0.247
       0:57.088	  0.240
       0:57.096	  0.235
       0:57.104	  0.228
       0:57.112	  0.221
       0:57.120	  0.214
       0:57.128	  0.208
       0:57.136	  0.201
       0:57.144	  0.196
       0:57.152	  0.189
       0:57.160	  0.183
       0:57.168	  0.177
       0:57.176	  0.172
       0:57.184	  0.167
       0:57.192	  0.162
       0:57.200	  0.158
       0:57.208	  0.154
       0:57.216	  0.152
       0:57.224	  0.149
       0:57.232	  0.147
       0:57.240	  0.145
       0:57.248	  0.144
       0:57.256	  0.143
       0:57.264	  0.143
       0:57.272	  0.143
       0:57.280	  0.143
       0:57.288	  0.143
       0:57.296	  0.143
       0:57.304	  0.143
       0:57.312	  0.143
       0:57.320	  0.142
       0:57.328	  0.141
       0:57.336	  0.141
       0:57.344	  0.139
       0:57.352	  0.138
       0:57.360	  0.137
       0:57.368	  0.137
       0:57.376	  0.137
       0:57.384	  0.137
       0:57.392	  0.137
       0:57.400	  0.138
       0:57.408	  0.139
       0:57.416	  0.139
       0:57.424	  0.140
       0:57.432	  0.141
       0:57.440	  0.143
       0:57.448	  0.144
       0:57.456	  0.146
       0:57.464	  0.147
       0:57.472	  0.150
       0:57.480	  0.152
       0:57.488	  0.155
       0:57.496	  0.159
       0:57.504	  0.163
       0:57.512	  0.168
       0:57.520	  0.173
       0:57.528	  0.177
       0:57.536	  0.181
       0:57.544	  0.186
       0:57.552	  0.191
       0:57.560	  0.196
       0:57.568	  0.200
       0:57.576	  0.206
       0:57.584	  0.211
       0:57.592	  0.216
       0:57.600	  0.220
       0:57.608	  0.225
       0:57.616	  0.230
       0:57.624	  0.235
       0:57.632	  0.239
       0:57.640	  0.245
       0:57.648	  0.249
       0:57.656	  0.253
       0:57.664	  0.256
       0:57.672	  0.260
       0:57.680	  0.261
       0:57.688	  0.263
       0:57.696	  0.264
       0:57.704	  0.265
       0:57.712	  0.263
       0:57.720	  0.262
       0:57.728	  0.260
       0:57.736	  0.257
       0:57.744	  0.254
       0:57.752	  0.251
       0:57.760	  0.248
       0:57.768	  0.244
       0:57.776	  0.239
       0:57.784	  0.236
       0:57.792	  0.230
       0:57.800	  0.224
       0:57.808	  0.219
       0:57.816	  0.214
       0:57.824	  0.209
       0:57.832	  0.204
       0:57.840	  0.201
       0:57.848	  0.197
       0:57.856	  0.196
       0:57.864	  0.193
       0:57.872	  0.192
       0:57.880	  0.191
       0:57.888	  0.191
       0:57.896	  0.191
       0:57.904	  0.192
       0:57.912	  0.193
       0:57.920	  0.194
       0:57.928	  0.196
       0:57.936	  0.196
       0:57.944	  0.197
       0:57.952	  0.198
       0:57.960	  0.199
       0:57.968	  0.199
       0:57.976	  0.199
       0:57.984	  0.198
       0:57.992	  0.197
       0:58.000	  0.197
       0:58.008	  0.196
       0:58.016	  0.196
       0:58.024	  0.196
       0:58.032	  0.195
       0:58.040	  0.194
       0:58.048	  0.193
       0:58.056	  0.191
       0:58.064	  0.190
       0:58.072	  0.189
       0:58.080	  0.189
       0:58.088	  0.188
       0:58.096	  0.189
       0:58.104	  0.190
       0:58.112	  0.192
       0:58.120	  0.194
       0:58.128	  0.196
       0:58.136	  0.199
       0:58.144	  0.202
       0:58.152	  0.206
       0:58.160	  0.209
       0:58.168	  0.212
       0:58.176	  0.215
       0:58.184	  0.219
       0:58.192	  0.223
       0:58.200	  0.227
       0:58.208	  0.232
       0:58.216	  0.237
       0:58.224	  0.240
       0:58.232	  0.244
       0:58.240	  0.248
       0:58.248	  0.252
       0:58.256	  0.256
       0:58.264	  0.260
       0:58.272	  0.265
       0:58.280	  0.269
       0:58.288	  0.273
       0:58.296	  0.277
       0:58.304	  0.280
       0:58.312	  0.283
       0:58.320	  0.284
       0:58.328	  0.286
       0:58.336	  0.287
       0:58.344	  0.288
       0:58.352	  0.286
       0:58.360	  0.285
       0:58.368	  0.282
       0:58.376	  0.278
       0:58.384	  0.274
       0:58.392	  0.269
       0:58.400	  0.264
       0:58.408	  0.258
       0:58.416	  0.252
       0:58.424	  0.245
       0:58.432	  0.238
       0:58.440	  0.231
       0:58.448	  0.224
       0:58.456	  0.218
       0:58.464	  0.213
       0:58.472	  0.208
       0:58.480	  0.205
       0:58.488	  0.202
       0:58.496	  0.201
       0:58.504	  0.199
       0:58.512	  0.201
       0:58.520	  0.203
       0:58.528	  0.207
       0:58.536	  0.212
       0:58.544	  0.217
       0:58.552	  0.222
       0:58.560	  0.228
       0:58.568	  0.234
       0:58.576	  0.240
       0:58.584	  0.248
       0:58.592	  0.258
       0:58.600	  0.267
       0:58.608	  0.277
       0:58.616	  0.286
       0:58.624	  0.297
       0:58.632	  0.307
       0:58.640	  0.317
       0:58.648	  0.326
       0:58.656	  0.333
       0:58.664	  0.342
       0:58.672	  0.350
       0:58.680	  0.359
       0:58.688	  0.368
       0:58.696	  0.376
       0:58.704	  0.384
       0:58.712	  0.392
       0:58.720	  0.399
       0:58.728	  0.406
       0:58.736	  0.413
       0:58.744	  0.420
       0:58.752	  0.429
       0:58.760	  0.437
       0:58.768	  0.446
       0:58.776	  0.455
       0:58.784	  0.464
       0:58.792	  0.474
       0:58.800	  0.482
       0:58.808	  0.491
       0:58.816	  0.498
       0:58.824	  0.505
       0:58.832	  0.513
       0:58.840	  0.521
       0:58.848	  0.529
       0:58.856	  0.537
       0:58.864	  0.544
       0:58.872	  0.551
       0:58.880	  0.558
       0:58.888	  0.565
       0:58.896	  0.572
       0:58.904	  0.580
       0:58.912	  0.587
       0:58.920	  0.594
       0:58.928	  0.602
       0:58.936	  0.611
       0:58.944	  0.619
       0:58.952	  0.627
       0:58.960	  0.633
       0:58.968	  0.640
       0:58.976	  0.645
       0:58.984	  0.651
       0:58.992	  0.657
       0:59.000	  0.663
       0:59.008	  0.669
       0:59.016	  0.674
       0:59.024	  0.678
       0:59.032	  0.682
       0:59.040	  0.685
       0:59.048	  0.689
       0:59.056	  0.691
       0:59.064	  0.693
       0:59.072	  0.694
       0:59.080	  0.696
       0:59.088	  0.696
       0:59.096	  0.696
       0:59.104	  0.696
       0:59.112	  0.695
       0:59.120	  0.694
       0:59.128	  0.693
       0:59.136	  0.691
       0:59.144	  0.690
       0:59.152	  0.689
       0:59.160	  0.688
       0:59.168	  0.688
       0:59.176	  0.687
       0:59.184	  0.688
       0:59.192	  0.689
       0:59.200	  0.690
       0:59.208	  0.692
       0:59.216	  0.695
       0:59.224	  0.699
       0:59.232	  0.703
       0:59.240	  0.708
       0:59.248	  0.714
       0:59.256	  0.718
       0:59.264	  0.725
       0:59.272	  0.731
       0:59.280	  0.737
       0:59.288	  0.743
       0:59.296	  0.748
       0:59.304	  0.754
       0:59.312	  0.759
       0:59.320	  0.764
       0:59.328	  0.769
       0:59.336	  0.775
       0:59.344	  0.780
       0:59.352	  0.785
       0:59.360	  0.789
       0:59.368	  0.793
       0:59.376	  0.797
       0:59.384	  0.801
       0:59.392	  0.804
       0:59.400	  0.808
       0:59.408	  0.812
       0:59.416	  0.816
       0:59.424	  0.820
       0:59.432	  0.824
       0:59.440	  0.827
       0:59.448	  0.830
       0:59.456	  0.833
       0:59.464	  0.836
       0:59.472	  0.837
       0:59.480	  0.839
       0:59.488	  0.840
       0:59.496	  0.842
       0:59.504	  0.842
       0:59.512	  0.843
       0:59.520	  0.843
       0:59.528	  0.843
       0:59.536	  0.841
       0:59.544	  0.839
       0:59.552	  0.835
       0:59.560	  0.831
       0:59.568	  0.825
       0:59.576	  0.819
       0:59.584	  0.812
       0:59.592	  0.804
       0:59.600	  0.797
       0:59.608	  0.789
       0:59.616	  0.781
       0:59.624	  0.772
       0:59.632	  0.761
       0:59.640	  0.751
       0:59.648	  0.737
       0:59.656	  0.724
       0:59.664	  0.711
       0:59.672	  0.697
       0:59.680	  0.682
       0:59.688	  0.668
       0:59.696	  0.650
       0:59.704	  0.632
       0:59.712	  0.613
       0:59.720	  0.593
       0:59.728	  0.571
       0:59.736	  0.548
       0:59.744	  0.525
       0:59.752	  0.501
       0:59.760	  0.480
       0:59.768	  0.458
       0:59.776	  0.439
       0:59.784	  0.419
       0:59.792	  0.400
       0:59.800	  0.381
       0:59.808	  0.363
       0:59.816	  0.345
       0:59.824	  0.328
       0:59.832	  0.313
       0:59.840	  0.299
       0:59.848	  0.286
       0:59.856	  0.275
       0:59.864	  0.264
       0:59.872	  0.256
       0:59.880	  0.247
       0:59.888	  0.240
       0:59.896	  0.235
       0:59.904	  0.230
       0:59.912	  0.225
       0:59.920	  0.222
       0:59.928	  0.218
       0:59.936	  0.216
       0:59.944	  0.213
       0:59.952	  0.212
       0:59.960	  0.210
       0:59.968	  0.209
       0:59.976	  0.208
       0:59.984	  0.207
       0:59.992	  0.205
